mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12551393508911132,0.002418742647972781,0.006606006622314453,0.0008007407237220152,55,26,13,17,"{'n_estimators': 55, 'min_samples_split': 26, 'min_samples_leaf': 13, 'max_depth': 17}",0.7074065625885202,0.6317792810803924,0.6541626951545546,0.7322656970278247,0.6821168717172329,0.6815462215137049,0.03596707926574834,48
0.3641305923461914,0.010486209455205031,0.016014671325683592,0.0006328620703585203,180,20,24,29,"{'n_estimators': 180, 'min_samples_split': 20, 'min_samples_leaf': 24, 'max_depth': 29}",0.5757578960461576,0.6241629986311403,0.6887204441324528,0.7012645068836719,0.6077742390342997,0.6395360169455445,0.04804644270157957,75
0.06585969924926757,0.0027881358059690213,0.003402996063232422,0.000490329644212903,34,15,2,5,"{'n_estimators': 34, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_depth': 5}",0.6966590285493263,0.6051415102072948,0.6952102562487801,0.6817131866687001,0.7392850280937084,0.6836018019535619,0.04373889184576027,46
0.02302098274230957,0.0015506508237136244,0.0018015861511230468,0.0004004716979624819,11,27,23,25,"{'n_estimators': 11, 'min_samples_split': 27, 'min_samples_leaf': 23, 'max_depth': 25}",0.5988456693791271,0.6292998442460618,0.6803057188506321,0.7056299711139575,0.6071988752488375,0.6442560157677232,0.04177406318844633,71
0.10549588203430176,0.0024187150329339304,0.005204629898071289,0.0007490419140903028,49,3,19,23,"{'n_estimators': 49, 'min_samples_split': 3, 'min_samples_leaf': 19, 'max_depth': 23}",0.665999493312339,0.6309947709836987,0.6707860069118423,0.7201112094637402,0.6411057667176938,0.6657994494778628,0.03097036215055819,57
0.3124835014343262,0.002715442138640111,0.013812637329101563,0.0014710862711240936,133,23,11,22,"{'n_estimators': 133, 'min_samples_split': 23, 'min_samples_leaf': 11, 'max_depth': 22}",0.7317134508439788,0.6339720717468993,0.6806298231969294,0.7226144956586957,0.7033436680075523,0.6944547018908112,0.034955623001901456,35
0.20518622398376465,0.007300443352484592,0.008007431030273437,2.4314019744838644e-07,80,10,1,9,"{'n_estimators': 80, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 9}",0.7479871883133739,0.6424360610228962,0.6990093220141338,0.7025745551303275,0.7586267290218152,0.7101267711005093,0.04134809059910869,14
0.44804558753967283,0.007701268336745891,0.018416690826416015,0.0010208428458514474,190,7,11,16,"{'n_estimators': 190, 'min_samples_split': 7, 'min_samples_leaf': 11, 'max_depth': 16}",0.7207763599938732,0.6362767716661524,0.6898214413201778,0.7354064471041104,0.7055824786983973,0.6975726997565422,0.03420886333474428,30
0.22811832427978515,0.008067273497098798,0.011810588836669921,0.000749041898912669,130,16,13,4,"{'n_estimators': 130, 'min_samples_split': 16, 'min_samples_leaf': 13, 'max_depth': 4}",0.6765509668708043,0.5747837849226061,0.6345866039627079,0.710874101348681,0.6739813446525744,0.6541553603514748,0.04646381740203391,66
0.07426748275756836,0.003658552561596609,0.003603219985961914,0.0004902712728122015,29,29,2,25,"{'n_estimators': 29, 'min_samples_split': 29, 'min_samples_leaf': 2, 'max_depth': 25}",0.7388110051386009,0.637549375054939,0.6557872008498902,0.7129703314728476,0.7409098466094001,0.6972055518251355,0.04281108881982633,31
0.11634469032287598,0.0080721899659838,0.007206439971923828,0.0004003048653116896,78,24,19,2,"{'n_estimators': 78, 'min_samples_split': 24, 'min_samples_leaf': 19, 'max_depth': 2}",0.5692713926251106,0.491213877383028,0.5441157637683229,0.6317571273423475,0.5498493856047149,0.5572415093447047,0.04535167536067585,96
0.419035816192627,0.007522231431332233,0.01661524772644043,0.0004903491477177567,175,20,5,9,"{'n_estimators': 175, 'min_samples_split': 20, 'min_samples_leaf': 5, 'max_depth': 9}",0.747276778567075,0.6399032768479254,0.6921138505187292,0.7069860800426421,0.7431962889121282,0.7058952549777,0.03911484580774942,24
0.44600481986999513,0.004367493847776151,0.018416690826416015,0.0008006453633906559,196,12,13,19,"{'n_estimators': 196, 'min_samples_split': 12, 'min_samples_leaf': 13, 'max_depth': 19}",0.716339067190588,0.6262455616578038,0.672643980930534,0.7348346496910032,0.6910832219672429,0.6882292962874343,0.037563941463312135,42
0.22880783081054687,0.009900380248834505,0.00940842628479004,0.0008008719111648629,94,6,9,12,"{'n_estimators': 94, 'min_samples_split': 6, 'min_samples_leaf': 9, 'max_depth': 12}",0.7355086479313957,0.6479731767003322,0.7072104324562154,0.7207773109695137,0.7272253542091944,0.7077389844533304,0.0312829088093542,19
0.2672424793243408,0.0071338196273195,0.011410284042358398,0.0004903296673987,114,29,7,13,"{'n_estimators': 114, 'min_samples_split': 29, 'min_samples_leaf': 7, 'max_depth': 13}",0.7310085907399106,0.6330473250324216,0.6970982789152265,0.7015174259318464,0.7164807855417292,0.6958304812322268,0.033584543498461746,33
0.21979951858520508,0.003933013837843293,0.008607721328735352,0.0004903491709026313,84,19,2,21,"{'n_estimators': 84, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_depth': 21}",0.7435238719995119,0.6526818330368014,0.6829359232940794,0.712384471335521,0.7515785220777138,0.7086209243487255,0.03705843077968059,16
0.23581414222717284,0.005753106634609054,0.011810779571533203,0.0007491565966175897,138,9,20,4,"{'n_estimators': 138, 'min_samples_split': 9, 'min_samples_leaf': 20, 'max_depth': 4}",0.6132141023286468,0.5949051196351739,0.6700334038877073,0.7095161146994042,0.6257242363273481,0.6426785953756561,0.04160156526782625,72
0.16835269927978516,0.003766435390480648,0.008007383346557618,0.0006331636486519714,79,15,24,20,"{'n_estimators': 79, 'min_samples_split': 15, 'min_samples_leaf': 24, 'max_depth': 20}",0.5809137028373381,0.6258640373719793,0.685212868700237,0.6946341528683873,0.612321569169619,0.6397892661895122,0.04355682173231682,74
0.2370152950286865,0.006150601512113133,0.011810684204101562,0.0007490673695849459,136,29,3,4,"{'n_estimators': 136, 'min_samples_split': 29, 'min_samples_leaf': 3, 'max_depth': 4}",0.7023378620954226,0.5854438317701027,0.6430188234754133,0.6692256348249175,0.7138594145013661,0.6627771133334445,0.04601491979806911,62
0.053648519515991214,0.002247180865748432,0.002202272415161133,0.00040054324127378817,26,28,25,10,"{'n_estimators': 26, 'min_samples_split': 28, 'min_samples_leaf': 25, 'max_depth': 10}",0.5731315003013119,0.6088497748924221,0.6834250843603552,0.6963421627710848,0.5878855273746976,0.6299268099399743,0.05041920765089434,78
0.396560001373291,0.00471177547387218,0.016815328598022462,0.0017219866644801523,163,14,6,9,"{'n_estimators': 163, 'min_samples_split': 14, 'min_samples_leaf': 6, 'max_depth': 9}",0.7511438220590059,0.65275849269424,0.7082237287457641,0.7122866501228374,0.7423801580580085,0.7133585703359712,0.0345539080943522,12
0.15193796157836914,0.00668150713641626,0.008807849884033204,0.000748952679466648,95,24,25,3,"{'n_estimators': 95, 'min_samples_split': 24, 'min_samples_leaf': 25, 'max_depth': 3}",0.5419357667491589,0.5708559086094797,0.6547753139143949,0.6455613343323303,0.5667113356594184,0.5959679318529563,0.04543974197201798,91
0.08627829551696778,0.0023171498313483132,0.004804420471191406,0.0007489781804950969,42,28,28,17,"{'n_estimators': 42, 'min_samples_split': 28, 'min_samples_leaf': 28, 'max_depth': 17}",0.5533366037275479,0.6008194318636926,0.6745040987618934,0.6752667146154578,0.5804754376461063,0.6168804573229397,0.04970018595445903,84
0.3030752182006836,0.0106190942587305,0.015213632583618164,0.00040047178312717114,190,13,3,3,"{'n_estimators': 190, 'min_samples_split': 13, 'min_samples_leaf': 3, 'max_depth': 3}",0.6881234142985393,0.5674614965436929,0.6300813108251351,0.6475091096475178,0.6938508793658545,0.6454052421361479,0.045795848296105245,70
0.13412175178527833,0.001899038555766857,0.00820751190185547,0.0007489781804950969,96,24,9,2,"{'n_estimators': 96, 'min_samples_split': 24, 'min_samples_leaf': 9, 'max_depth': 2}",0.6028954196387402,0.4705277381742189,0.5028131122177594,0.6252837387839126,0.6042634055158096,0.5611566828660882,0.06217743776905407,95
0.3520226955413818,0.011401661932128614,0.014813470840454101,0.0011670463091796532,150,29,9,25,"{'n_estimators': 150, 'min_samples_split': 29, 'min_samples_leaf': 9, 'max_depth': 25}",0.7298529335095361,0.6276716268770764,0.6917528942094611,0.7244908475393552,0.7119326097909261,0.6971401823852711,0.03712654564412059,32
0.17876224517822265,0.003932860936006783,0.007006454467773438,0.0008953752953663294,67,13,5,16,"{'n_estimators': 67, 'min_samples_split': 13, 'min_samples_leaf': 5, 'max_depth': 16}",0.7534388616059002,0.6502678665886623,0.7181074676201589,0.7120759651493358,0.7429558960310462,0.7153692113990207,0.03596345937190091,10
0.23831944465637206,0.007009237181112842,0.009809255599975586,0.0007490291435204726,97,27,2,11,"{'n_estimators': 97, 'min_samples_split': 27, 'min_samples_leaf': 2, 'max_depth': 11}",0.7345129657860394,0.6306573436906145,0.6888135781001568,0.7093437935089622,0.7448138253298087,0.7016283012831164,0.04051422816442862,26
0.2008852481842041,0.0011674961005835448,0.009408664703369141,0.0004902128666314247,94,6,17,22,"{'n_estimators': 94, 'min_samples_split': 6, 'min_samples_leaf': 17, 'max_depth': 22}",0.6657736884763512,0.6198510402086379,0.6667934931397201,0.733915154488711,0.6673908943364866,0.6707448541299813,0.03642043912640271,53
0.19707965850830078,0.0029091541735551465,0.01161041259765625,0.0004901934829424045,143,24,5,2,"{'n_estimators': 143, 'min_samples_split': 24, 'min_samples_leaf': 5, 'max_depth': 2}",0.6078938210183905,0.48785103559842913,0.5206358755156555,0.6023544847065812,0.6116705284091501,0.5660811490496412,0.051628808749380965,93
0.0776702880859375,0.003444017681409352,0.003402996063232422,0.0004903296673986999,31,6,9,22,"{'n_estimators': 31, 'min_samples_split': 6, 'min_samples_leaf': 9, 'max_depth': 22}",0.7366843625888227,0.6364037827676435,0.6986693930025749,0.7292076979288441,0.729250088673967,0.7060430649923705,0.037196924477763904,23
0.04584136009216309,0.0011674715341484527,0.00320286750793457,0.00040020944108330085,32,13,6,2,"{'n_estimators': 32, 'min_samples_split': 13, 'min_samples_leaf': 6, 'max_depth': 2}",0.6110284960077863,0.473492648125026,0.5269034887226236,0.5822636835198179,0.6284213300961659,0.5644219292942839,0.05703015187521703,94
0.3449130058288574,0.0035584562718473343,0.013011884689331055,0.0008952153736087692,127,13,3,25,"{'n_estimators': 127, 'min_samples_split': 13, 'min_samples_leaf': 3, 'max_depth': 25}",0.7527110388148344,0.6596631222952035,0.7047423123730752,0.7085030866153232,0.7600123967490031,0.717126391369488,0.03642864444746087,6
0.09828920364379883,0.003658442988362762,0.006005430221557617,0.001096453971015595,70,29,26,2,"{'n_estimators': 70, 'min_samples_split': 29, 'min_samples_leaf': 26, 'max_depth': 2}",0.44585019436715245,0.5094407180959752,0.5802467095032684,0.5894760427535819,0.4953211084451502,0.5240669546330257,0.054023375904930414,98
0.1239123821258545,0.003922634741799913,0.005605125427246093,0.0004907774866799129,49,2,7,11,"{'n_estimators': 49, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_depth': 11}",0.7431142378669826,0.64907668770954,0.7080529600409108,0.703988906104979,0.7376688992999378,0.70838033820447,0.03346812935071118,17
0.1123018741607666,0.0041216077987981095,0.004604053497314453,0.0004901350999649207,47,22,11,24,"{'n_estimators': 47, 'min_samples_split': 22, 'min_samples_leaf': 11, 'max_depth': 24}",0.7238741185596596,0.6205225373227448,0.6887016923233522,0.7247938250942705,0.7029291793860898,0.6921642705372233,0.03828998025746009,39
0.4746309757232666,0.009629704918097183,0.019617700576782228,0.001626315764415097,199,20,9,21,"{'n_estimators': 199, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_depth': 21}",0.7340154177502984,0.6405338249377178,0.6942507134794161,0.7270756488052703,0.7213814329256811,0.7034514075796767,0.0342257922553666,25
0.29666910171508787,0.006776614459782311,0.012811851501464844,0.000748952679466648,136,14,17,29,"{'n_estimators': 136, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_depth': 29}",0.6838430271636139,0.6228314598636222,0.6724178920029518,0.7378335619353691,0.6660260574000909,0.6765903996731295,0.03693877173582405,51
0.07446756362915039,0.0016265094723100905,0.003002643585205078,1.5078914929239175e-07,29,16,5,19,"{'n_estimators': 29, 'min_samples_split': 16, 'min_samples_leaf': 5, 'max_depth': 19}",0.753565753842225,0.6487277344519867,0.6928775828625209,0.6996993653641587,0.7536980425334598,0.7097136958108703,0.039901515626780466,15
0.035031700134277345,0.0014153586091582946,0.0020019054412841798,0.0006332390387370283,12,2,4,13,"{'n_estimators': 12, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 13}",0.7686407458653464,0.6816554228171745,0.7164993601806557,0.7091170795237411,0.7598015613761093,0.7271428339526056,0.03254530718401029,1
0.012811565399169922,0.0007490036533341869,0.0010010242462158204,1.1680077279964342e-07,5,3,9,17,"{'n_estimators': 5, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_depth': 17}",0.7412831188204383,0.5773956408135599,0.7056430854036149,0.711234752917695,0.6965485530178375,0.686421030194629,0.05654053282106387,43
0.2940667152404785,0.005348836382723755,0.010809850692749024,0.0007488252827541546,96,6,1,12,"{'n_estimators': 96, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_depth': 12}",0.7585479270992739,0.6478930060315296,0.711892739885643,0.7130686891528086,0.7492977261288285,0.7161400176596168,0.038943526900941286,9
0.2940669059753418,0.006974645271025147,0.012211132049560546,0.00040051941006188685,118,11,8,12,"{'n_estimators': 118, 'min_samples_split': 11, 'min_samples_leaf': 8, 'max_depth': 12}",0.744718431527742,0.6479087421808909,0.7101870251052398,0.7165967159943212,0.7340940172301316,0.710700986407665,0.033711452600481424,13
0.31048169136047366,0.0038713721644991067,0.01461329460144043,0.0010206371015610343,168,7,15,5,"{'n_estimators': 168, 'min_samples_split': 7, 'min_samples_leaf': 15, 'max_depth': 5}",0.674030273926189,0.5916899352904488,0.6301890662182326,0.7282945139612882,0.6651847839552809,0.657877714670288,0.04565152231147581,65
0.3765417098999023,0.0067409266286210245,0.017215538024902343,0.0009808247607753539,180,24,20,23,"{'n_estimators': 180, 'min_samples_split': 24, 'min_samples_leaf': 20, 'max_depth': 23}",0.6436710561485703,0.6219467593602864,0.6861260148189694,0.7286971797840469,0.646510517236375,0.6653903054696496,0.03782391801767561,60
0.30687847137451174,0.0034440814170835546,0.01581430435180664,0.0007489654240177325,182,19,26,4,"{'n_estimators': 182, 'min_samples_split': 19, 'min_samples_leaf': 26, 'max_depth': 4}",0.5429874874273786,0.5884744050227848,0.6637834615525549,0.6692970562930742,0.571787809679841,0.6072660439951267,0.05056803063972169,90
0.27845282554626466,0.006800472614310512,0.01261134147644043,0.0004903296442129031,135,11,21,26,"{'n_estimators': 135, 'min_samples_split': 11, 'min_samples_leaf': 21, 'max_depth': 26}",0.6360590275756279,0.6249384391450314,0.6858425126008718,0.7203914236747258,0.6320033492438825,0.6598469504480279,0.03715141465390214,64
0.38798909187316893,0.0033659648225294668,0.016631460189819335,0.0008038519285570498,171,29,9,26,"{'n_estimators': 171, 'min_samples_split': 29, 'min_samples_leaf': 9, 'max_depth': 26}",0.7302221609381646,0.6367946611546025,0.6920582970169015,0.7251748663624924,0.7097661736254797,0.6988032318195282,0.033744200360562734,29
0.35689373016357423,0.009444056055086596,0.01603670120239258,0.0007026690128161063,174,26,22,27,"{'n_estimators': 174, 'min_samples_split': 26, 'min_samples_leaf': 22, 'max_depth': 27}",0.6098124683516324,0.6171305259726516,0.6918639581750181,0.7130259155534223,0.6278328174299963,0.6519331370965442,0.04217344172858451,68
0.044840764999389646,0.0016015112481579323,0.0022020816802978517,0.00040040020433311876,19,9,3,7,"{'n_estimators': 19, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_depth': 7}",0.754741589378404,0.6260965388344664,0.6893782003457041,0.7010582799737791,0.7643435684786987,0.7071236354022103,0.04991727088327864,21
0.5059743881225586,0.01652425755055869,0.018216562271118165,0.0007489144566562959,183,5,5,13,"{'n_estimators': 183, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 13}",0.7548668884077275,0.6619830675225761,0.7200782920585741,0.7156807190246331,0.7562325226122851,0.7217682979251592,0.03434381454121436,4
0.07070116996765137,0.0017464865055145523,0.0037104129791259766,0.000605447795330101,37,29,29,6,"{'n_estimators': 37, 'min_samples_split': 29, 'min_samples_leaf': 29, 'max_depth': 6}",0.5574539542639807,0.5871586446913128,0.6615217326142777,0.6768776494222594,0.5749699139966422,0.6115963789976946,0.048216777483640526,87
0.31613521575927733,0.00636014253746637,0.01381235122680664,0.0007491056119103955,143,7,14,18,"{'n_estimators': 143, 'min_samples_split': 7, 'min_samples_leaf': 14, 'max_depth': 18}",0.7017944042823716,0.6188186886499178,0.6676676317225951,0.735759738407908,0.6969972827589428,0.684207549164347,0.0391912615834767,45
0.22201800346374512,0.004077031087493758,0.010609674453735351,0.001020739961069766,107,2,21,19,"{'n_estimators': 107, 'min_samples_split': 2, 'min_samples_leaf': 21, 'max_depth': 19}",0.6208538605375227,0.623031473141566,0.6961333763508163,0.7223048274580295,0.6439116274284399,0.6612470329832749,0.04083543779532059,63
0.4186099052429199,0.003506099609002379,0.01581439971923828,0.00040035250642402915,156,2,5,27,"{'n_estimators': 156, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_depth': 27}",0.758698128040914,0.6626367479481017,0.7123590597592301,0.7114684468583872,0.7540543741443169,0.71984335135019,0.03486785588755193,5
0.07867140769958496,0.005008636600530056,0.003803396224975586,0.00040037633053337707,38,19,26,23,"{'n_estimators': 38, 'min_samples_split': 19, 'min_samples_leaf': 26, 'max_depth': 23}",0.5680516585816369,0.6073090202017313,0.6846700393135201,0.686683552276474,0.5768751847835891,0.6247178910313903,0.0514530047361854,81
0.3547220706939697,0.008716323266701386,0.015213727951049805,0.0011674061172131684,152,23,10,21,"{'n_estimators': 152, 'min_samples_split': 23, 'min_samples_leaf': 10, 'max_depth': 21}",0.7270279042655748,0.6313590663408145,0.7046554207202386,0.7292066418791574,0.7098064124223977,0.7004110891256365,0.035810911766626756,28
0.32329349517822265,0.004431197652489894,0.014012765884399415,0.0006330882639552344,149,16,15,15,"{'n_estimators': 149, 'min_samples_split': 16, 'min_samples_leaf': 15, 'max_depth': 15}",0.6956986444984525,0.6242136367876849,0.6556566502759869,0.7414044369731828,0.6813449420125952,0.6796636621095804,0.03930117700135432,49
0.3695355415344238,0.026385838207290492,0.01561422348022461,0.0010209831012657862,165,20,19,14,"{'n_estimators': 165, 'min_samples_split': 20, 'min_samples_leaf': 19, 'max_depth': 14}",0.6645514577402127,0.6247033793618306,0.6791754647035091,0.7309315652023127,0.6460501508885922,0.6690824035792915,0.035910167365320544,54
0.13752493858337403,0.003009445121763173,0.00940847396850586,0.0008006692265466748,115,14,9,1,"{'n_estimators': 115, 'min_samples_split': 14, 'min_samples_leaf': 9, 'max_depth': 1}",0.31168014602240557,0.28484417424924724,0.3701725580053207,0.5380112626319828,0.38991645082725945,0.3789249183472432,0.08818041545689005,100
0.07286605834960938,0.0019408544210517537,0.004404115676879883,0.0010207493166852694,36,6,26,13,"{'n_estimators': 36, 'min_samples_split': 6, 'min_samples_leaf': 26, 'max_depth': 13}",0.5620437874959004,0.6113335217190009,0.6806819218904996,0.6742309007526311,0.5956087869025841,0.6247797837521233,0.04590864029169246,80
0.2942671298980713,0.015774980115584453,0.010209274291992188,0.00040044787384890704,105,4,8,18,"{'n_estimators': 105, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_depth': 18}",0.7424499471952288,0.6406987482858768,0.7142925212093307,0.7110171061814063,0.7308114581216993,0.7078539561987084,0.035454793962453504,18
0.24642372131347656,0.029640558304965675,0.009808921813964843,0.0013277902108187634,107,20,28,23,"{'n_estimators': 107, 'min_samples_split': 20, 'min_samples_leaf': 28, 'max_depth': 23}",0.5527082064377861,0.6004404839621782,0.6728788484966186,0.6788259351031827,0.5788378054737224,0.6167382558946976,0.050613347632264695,85
0.1895721435546875,0.022564687667130864,0.008807945251464843,0.0007489781653161715,92,11,20,5,"{'n_estimators': 92, 'min_samples_split': 11, 'min_samples_leaf': 20, 'max_depth': 5}",0.6220539461395267,0.5984752491551653,0.6787069976057514,0.7141938234803951,0.6338347040646111,0.6494529440890899,0.04157052081077143,69
0.24762468338012694,0.009529083936620152,0.010609722137451172,0.0008007168854137833,117,15,3,6,"{'n_estimators': 117, 'min_samples_split': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.7235724088226042,0.6123465648506052,0.6901436453063136,0.7061198592195783,0.7380565397162566,0.6940478035830717,0.04391933642520318,36
0.17595987319946288,0.006342714416582252,0.011210060119628907,0.0004006149477527637,140,8,8,1,"{'n_estimators': 140, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_depth': 1}",0.33195307177411804,0.28705770867823066,0.3863704836940459,0.5333795805561389,0.3831638036676095,0.3843849296740286,0.08297774067130677,99
0.12471342086791992,0.003501686775691018,0.005805158615112304,0.000400376330533377,63,18,27,15,"{'n_estimators': 63, 'min_samples_split': 18, 'min_samples_leaf': 27, 'max_depth': 15}",0.5460694605777694,0.6107536109273212,0.6834919638675117,0.6759916363934791,0.5790904348721067,0.6190794213276376,0.05364115655988718,83
0.029026317596435546,0.0023686179657859607,0.001601409912109375,0.0004902323469537033,13,3,26,8,"{'n_estimators': 13, 'min_samples_split': 3, 'min_samples_leaf': 26, 'max_depth': 8}",0.5298961426511339,0.5955190556728722,0.6726239825106581,0.6779145342887873,0.595221679187764,0.6142350788622432,0.05529772538742117,86
0.04904470443725586,0.002759100671204423,0.002802276611328125,0.0004001379403725326,24,21,27,29,"{'n_estimators': 24, 'min_samples_split': 21, 'min_samples_leaf': 27, 'max_depth': 29}",0.5549558083048494,0.6006717284523082,0.6743253036287502,0.6824423493500305,0.5846795026343775,0.6194149384740631,0.05039928691998182,82
0.0436396598815918,0.003203049309497887,0.0020018577575683593,2.4314019744838644e-07,17,27,6,21,"{'n_estimators': 17, 'min_samples_split': 27, 'min_samples_leaf': 6, 'max_depth': 21}",0.7041172718761952,0.6194898424862156,0.7045171822004506,0.6892884684126855,0.755621161386041,0.6946067852723176,0.04377729777638757,34
